id,host_id
195233,949221
195240,949221
195578,304493
195971,953279
195989,611716
196010,953565
197155,960836
197753,964482
197942,289135
199195,971075
199312,973438
200645,933378
200955,568325
201992,988350
202273,918087
203901,1000477
204065,51038
204833,903686
204959,464506
205043,1007558
205485,1010242
205735,1011426
205867,1012691
206071,12221
206316,1014639
206772,1017473
206957,1018472
208148,1024355
208889,1029021
209310,1031148
211078,306739
211974,272730
212109,666271
212178,1094178
212544,1096084
213272,293130
213330,800223
214917,1109658
215560,1112560
215784,864735
215907,1114587
217580,1121193
218358,1129218
219066,447754
219482,759583
219793,1138692
219818,1138692
219922,1139574
220351,921500
220563,918087
220946,1144415
221043,846050
221097,1146744
221618,4887492
222054,22486
222304,1153993
223930,1164642
224004,1165231
224006,1165231
224510,991380
225297,1173599
225306,1112560
225887,663879
225926,1177497
225976,1177947
226021,815977
227715,209460
227735,1187935
228317,1191142
228496,1192424
228517,1192610
228925,1194377
228979,1190088
229367,1097545
229874,507304
230321,1203500
230854,12221
230877,292204
230956,1207399
231414,1184442
232612,1217241
232618,763420
233189,1220414
233638,1012895
233662,1223568
234184,902054
234870,1229984
235552,1234405
235651,83257
235951,1236070
235960,1236817
236671,1240820
236788,4166168
236806,1151987
237127,1146958
237210,1243192
239055,65064
239733,1256874
239766,1257309
239826,1257760
239883,136962
239899,1258363
240800,1263176
241140,1177497
241159,1264655
241862,1269455
242532,1177497
242643,1273825
243229,1276497
243708,288711
245504,714200
245544,1260921
245574,1288460
245607,825022
246134,283604
246351,1292250
246916,3647
246938,936630
248865,417504
248871,605463
249414,1306587
249618,1307773
249867,758441
250259,1311398
250311,945499
250323,1311870
250536,1313306
250537,1313306
250801,1314834
251262,1278802
251277,1317343
252076,297769
252607,1325961
253332,552343
253466,417504
253471,417504
253475,417504
253548,1331493
253590,1331850
253623,1332108
253800,417504
253803,417504
253806,417504
253811,417504
253815,417504
253828,417504
253839,417504
253842,417504
253846,417504
254131,1267021
254168,417504
254409,1336542
255024,1340007
255476,1302029
255601,1343630
255957,506779
256078,1346437
256328,1347034
256369,1348494
257097,315401
257568,1123923
257787,1356046
258284,1358312
258397,1354758
258686,1233267
258688,436599
258690,1359611
258740,1360043
258838,1360198
258876,1360198
259946,1360198
260451,52335
260765,480943
261194,696482
261259,1370358
261344,568103
261674,1372786
261781,1359519
262343,1376385
262405,1376778
262478,535128
262583,605463
263005,1380060
263190,1020539
263232,1381171
263502,1382749
263776,1384111
263888,1384559
264323,305972
265036,21188
265064,1123923
265145,1390947
265506,1392440
265831,1394190
265912,1394719
266146,1385157
266155,1385157
266351,1396546
266437,1397061
266449,1397115
266756,1398809
267376,638721
267435,1402454
267535,1402951
267652,164675
267708,661399
268392,1406773
268481,1380703
268868,1408733
269283,1410714
269889,1413098
270139,1093220
270231,1366310
270315,1398639
270345,1415590
270680,1315849
270681,1315849
271083,1217923
271128,1417166
271130,1417166
271694,1387370
271950,1362808
271954,1423798
272026,1423613
272044,1195295
272427,511993
272706,1402817
272738,1427381
273190,605463
273256,1429642
274062,1433395
274329,1434654
274376,1434931
274743,1436404
275976,1417757
276216,1440691
276317,130901
276482,305972
277207,1447684
277370,1448432
277883,950657
278090,1451723
278145,1452026
278631,1132207
278876,368528
279093,1455825
279857,1420300
279969,240427
280315,1151818
281521,70614
281756,1468658
281851,1469036
282341,1471384
282443,36897
282514,1464358
282863,322934
282977,1474071
283072,1474637
283090,511175
283184,1427381
283272,524730
283550,1476954
284208,1366270
284855,1482460
285442,1475866
285492,1486034
285716,1487126
286662,1491538
286838,1492339
287397,1029021
287408,1495090
287417,1495196
287421,1495141
287481,1495502
287839,1498424
287845,1496847
289020,347036
289037,632334
289288,1502469
289665,1503831
289703,815741
289958,1454655
289995,1505217
290457,207124
291524,1470688
291714,1321504
291812,1509416
292047,1490696
292121,169927
292266,1513294
292637,1021834
293004,910719
293837,1495502
294227,417504
294239,1521432
294242,417504
294250,45682
294259,417504
294263,417504
294280,417504
294297,1521604
294353,430188
294490,417504
294717,1523610
295231,1387286
295379,1525761
295998,568585
296345,496164
296361,1528912
296658,1530106
296717,1530310
296844,839679
297611,997124
297962,1535987
298073,1536533
298759,1539749
298854,1412944
299062,236421
299078,787261
299531,1220404
299699,1557998
301034,1550578
302057,1555897
302758,8605
303345,1561505
303462,1562045
304799,185753
305211,1570170
306702,1577493
306799,1577961
309342,1586945
310220,1590548
310272,1390555
310325,745069
310338,745069
310524,1597481
310796,1385157
311003,72747
311343,1601664
311356,142147
312429,1606222
313890,1613244
314982,1617817
316238,279078
317838,1631400
317905,1631733
318021,1632149
318187,1633100
319724,1639120
319798,9647066
319844,1639884
320865,1643782
320876,516347
320877,1366194
321014,1644452
321136,1644999
322037,1649300
322604,1651591
322974,1610852
323706,6064192
324115,1639120
324517,1660724
324800,1661965
325429,92788
326832,668564
326956,51038
327521,82896
327778,1675255
328040,1676487
328693,1013131
328744,890215
329064,1680375
329310,1681546
329385,312288
333189,1697784
333323,1698391
334607,52043
334781,547177
335797,1709216
335819,1709216
335820,1709216
336220,1711529
339456,1723485
341525,1732559
341982,483013
342027,168417
342965,1740233
342995,1740216
343276,1732559
343971,10609846
344019,1746209
344068,1745312
344092,1745402
346248,1755339
346805,562614
347865,251176
349841,202507
350168,1774431
350525,74777
351530,1747222
351859,417652
352651,1785800
352864,1786901
353317,314377
354095,1474749
355106,1797859
356230,1251762
357509,684129
359982,1631288
360400,1386983
361803,1562039
363320,390251
363673,256239
364275,1840564
364785,1842714
367042,774128
367810,1728785
369411,179679
369567,1863447
369671,1863713
371138,1869567
373618,1879389
374548,1884204
375249,1887999
377217,1895957
378460,1900800
380416,438133
380730,1317588
382523,732535
382524,732535
385190,1928213
385657,1930204
385824,1931205
386555,773928
386744,1935291
386799,1935605
387324,1828506
387377,390251
387666,1939728
387735,1146958
389482,1947974
391948,1960128
391955,1960189
392948,312722
393016,1303029
393094,1965972
393682,1968502
394026,1651591
394111,1947974
394235,1970839
396636,1981742
397034,70234
397297,1982209
397420,1985717
398281,325790
398283,1989327
399946,1996265
400039,1488809
400466,1985759
401579,462379
401836,2005740
402037,2006712
403056,2010724
403264,1386983
403668,2013117
404502,242506
404923,2017752
405025,2018042
405408,2020431
406926,2027134
406992,1952186
407469,2015914
408491,2034361
408983,520189
409262,1621363
409293,2010724
409666,405225
411336,2047776
411525,1697784
411918,2050338
412061,2051075
412180,2051961
413504,1286417
413775,2058589
413876,2059155
414801,319077
415304,2050328
416557,2714164
417685,119588
418291,626289
419373,2085639
419792,2087636
421554,2096690
422040,1090764
424192,2108853
424667,2111060
424767,2103888
424889,2076827
424930,905122
425784,2116807
428226,2128778
430427,820046
430665,2141109
431865,361855
432090,2148881
433218,644941
433414,287733
433914,1906804
434792,2117078
435774,2164138
435776,2164452
435909,2165401
435946,2165711
436510,2168251
436619,2168468
436824,200243
436916,2169825
437352,290662
437906,2175110
438513,2177462
439750,1566042
439870,1903758
442636,1655939
442649,793225
443646,2204078
444171,2206506
444430,420542
446367,2216673
447766,1109143
447840,242506
448048,1267021
448049,1267021
449034,124357
449130,2229582
449660,2233165
449680,1812871
450009,2219255
450577,2237267
450578,9647066
450905,2228665
452068,2246071
452541,2248545
453094,137814
453161,2107905
453255,2252261
453317,1530310
454334,2257289
454763,2259061
454929,1385575
455734,2265389
455801,2265770
456110,2267508
456190,2267864
456457,1594083
456526,2270183
457829,2275829
458154,2268393
458377,346366
459066,2282355
460036,2287727
460999,128890
461050,2286224
462454,2298239
463107,2301624
464231,1530310
465277,2065453
466277,815977
466457,2316542
467569,282315
467634,2321321
467866,2321870
468613,2325861
470090,2332430
470370,2120259
470498,2334269
470709,2335775
471712,1274269
471758,2339722
471845,2220859
471914,2147438
472052,2341078
472376,1689040
472546,1600988
473592,2347382
473777,2348973
474283,950232
475216,2355439
476527,2027013
476570,2027013
476571,2027013
476899,2363997
476983,277379
478053,2368753
478385,2368133
478832,2371814
478949,1130454
479002,1708956
479263,2373905
479285,2374190
479867,2377104
480549,2361715
481022,2382189
482365,914838
482765,2389885
483414,1539749
483485,1492619
483505,2393537
484297,2397411
484312,2306962
484728,2396741
485026,2400932
486350,2407024
488083,619154
489018,864370
489365,2420670
489924,1027283
489965,2423067
490011,2423401
490278,2424873
490989,2427385
491123,2427868
491529,2429432
491942,1995093
491977,2431528
493177,2436633
493611,1407251
494296,2442340
494937,1527535
495249,2446219
495348,2389885
496166,2450665
497370,2455462
498052,2426779
498120,2459648
498859,2462260
500845,1336370
500886,2206506
501041,1386685
501082,2471671
501098,2472680
501693,1490833
502132,48599
502309,2478675
502429,2100968
503460,2483236
503529,2483293
503585,2483766
503722,2484383
503790,2484654
504322,471928
504362,2487309
504394,2487319
504437,2356449
505029,2490471
505231,2490915
505315,167417
506121,2267153
506527,864735
506571,2349977
506575,2001830
507393,1539749
509989,2472305
510218,2513726
510454,2515124
511436,2519356
511733,1840766
511960,2521848
512209,2521513
512210,2522854
512775,2396295
513343,2528671
513688,2530670
514457,2096690
514548,2533991
515392,2538544
516452,2542888
516461,2542895
516643,2543761
516791,696306
517626,2438262
517654,78742
518566,1497427
518576,2155917
518960,2155832
519310,1366310
521018,2562882
521038,2563132
521522,2440317
521672,1720619
521806,2389494
522081,1413546
523123,2572253
524111,62508
525120,184883
525293,2556498
525388,787204
525412,1104814
525523,2582890
526520,2576980
526532,2492286
526923,2589521
526942,2205455
527076,2590219
528485,17985
530247,2604437
530431,2605064
530576,263510
530632,1816331
531091,1787284
531208,2495836
531258,2609535
531455,1445298
532288,683230
532749,2617850
533168,2620162
533506,2027013
533625,367815
533927,2624738
534897,2426404
535095,598770
535352,2630351
536578,2635819
538344,2644519
538590,2645592
539160,512878
539350,2640100
540057,2653648
540489,2656413
541725,1879389
542054,2027013
542203,1846051
543792,865264
544039,2674637
544131,534328
544331,2676438
545261,746552
545651,1785800
546383,2680820
546504,2687009
546573,1792568
547830,2693076
548133,2694451
548184,2694253
549873,2702563
550288,2684478
550653,2706505
550777,2707053
550858,2277487
552141,2712998
552519,2715012
552639,2518984
553516,2261381
553565,567226
553862,2647043
554165,1267900
555206,1925503
557487,2740824
559511,2750389
560078,2753256
560406,2755668
563442,2770788
563496,2770985
564049,2773585
564184,2378357
564447,2775674
564751,2777672
565814,532819
566712,2786764
566911,2788488
567195,2790324
568661,2590864
568684,2798644
568743,627217
570218,2805772
570750,2806561
571564,1141935
573612,2270624
573671,2822805
573795,38513
573870,1385157
575061,2828813
576227,2834840
576426,426725
576916,2837527
577324,2839267
577703,2841175
577824,2841374
578267,1449904
578941,2847655
579716,2851409
580323,2311767
581180,2775107
581421,2861848
581542,2861854
582272,2712129
582372,733370
583337,2874587
583352,2423042
584122,2878358
585369,911596
585491,2886652
585937,2888900
586847,311286
587519,2897835
587554,2897329
587641,717562
587698,807642
587740,2899508
588677,2407024
590903,1345769
591135,1523018
591565,2919467
591710,2920855
592785,2932668
592831,2926404
592853,2926593
593000,2927446
593292,2929585
593320,2929756
594020,2929756
594036,2934010
594640,2937468
594732,2938302
595321,898980
595604,2943157
596448,2648088
597544,2954200
597624,2954680
598612,2960326
599595,2965915
599847,2966937
600286,1036617
600775,210746
600877,2973437
602070,2640845
602142,2233907
602250,2979607
602453,2316922
602888,177724
606269,3002643
607735,3011547
607781,2874433
607891,893148
609213,3019795
609559,3647
609983,3024659
610118,1144721
610596,2992042
611009,3029414
611408,2979607
612936,3039868
613528,2518984
613556,1475015
613818,2712353
614269,3047107
616585,10889
618836,3065891
618916,92451
619122,2272846
619471,3069794
620214,3073291
621430,2957827
622410,1563352
623423,3091205
623747,3050955
624222,3097033
625197,1974637
625365,3102648
627432,3114411
627949,585879
628078,3119145
628227,3120156
629315,2397437
629770,3129020
629774,834185
629855,155163
629949,3130534
630034,3129017
633276,1568517
633950,2354167
634353,836168
635114,3158530
635282,1215949
635662,3033622
636391,8425
637228,1363434
637504,3179968
637716,3181665
638894,1182294
638898,1583594
639199,1483081
639781,3194190
640589,3198479
640691,3199395
640990,3201337
641768,3206521
642682,579412
643591,81335
643948,400262
644464,3225114
644575,15523
644833,195137
644869,1223359
645075,2494666
645693,3233986
645922,1740784
645942,3235547
646147,352230
646391,147388
646458,415660
647413,3245898
647520,3245431
647580,3247050
648047,672510
648246,62583
649561,3260084
649903,3262771
651375,3272526
651475,468752
651648,3274376
652371,1475015
652466,1475015
652515,1475015
652648,1475015
652691,1475015
654005,1242765
654232,3291022
654612,3293368
655230,3298062
655472,326329
655783,3301845
656281,3180741
657005,159780
657198,414627
657217,3312204
657727,3315563
658008,3317183
658366,3319410
658515,3320650
658932,3323929
659880,1648054
659952,3166753
660016,270064
660036,3330459
661814,3341426
663608,3351317
664047,836168
665394,1139222
666220,2490963
666315,1486465
666613,3370705
667375,3376141
667549,3377231
668400,3383354
668691,3363720
669633,2400932
669831,3392287
670767,3363720
671496,3403890
671633,1709717
672724,3411621
673248,3317183
673760,2219255
674692,3425965
675793,3432742
676257,1465539
676295,27848
679633,3458785
679769,3404680
680104,3462232
680225,2675998
680998,3467798
681518,2777672
681805,3375455
682122,3475005
682155,3392287
683084,3480879
683681,1397883
683743,1229984
683821,3447309
684808,3491890
684991,3491890
685435,1360296
686696,3502638
688652,62855
689329,2446219
689900,475916
690349,3540041
690516,66329
690553,743742
690603,3530446
690675,2172525
690849,284224
690934,570988
690960,3531317
692137,3538661
692567,3541525
693597,2817397
695002,1443121
695216,3558158
695297,2195782
695465,3561489
696593,3228992
697499,1372779
697923,3576466
698094,3569392
698132,3577509
698162,3577848
698298,1746432
698327,3579337
698514,3579116
698882,2994135
699348,279845
699472,3587751
700530,2495668
700916,3595395
701227,3598306
702213,240471
702440,3605606
702551,3606458
703745,3597177
703971,1785800
704838,3621183
705749,3625735
705997,240048
706347,839679
707396,3636235
707736,1507336
708374,315918
708637,3644693
710015,3136147
710243,1444304
710283,283215
710284,3642625
711635,3662459
712136,3625735
712260,3666608
713538,3672774
713891,3675389
714028,3621183
714049,3621183
714075,3597769
714939,3578480
715102,1002452
715270,3684360
716169,2055073
718761,216191
719329,3711499
719914,3715319
720274,3717536
720394,3718361
721719,3726131
721762,3726366
722264,3729726
722451,3730928
722464,3597769
723507,3737582
723523,3390362
723560,3738130
723709,297176
725270,3750402
725509,3752523
726422,3759301
726465,1869332
726692,3641304
727512,417504
727547,417504
727835,3772684
727964,3493470
728409,3778274
728493,1601416
728498,3779334
728764,1475015
729306,3787686
729841,73549
730480,3798686
731293,3805320
731300,3398752
731316,3805397
732624,3813161
732700,3815537
734749,3831783
735677,3771963
735890,3839667
736187,3842134
737075,2333904
737126,3847832
738588,1360198
739239,15145088
739242,15145088
739815,1486623
740823,570882
740947,1475015
741154,1406458
741346,1099464
741354,2577615
741783,3880974
741797,3131199
741806,3883580
742026,132132
742779,3889339
742795,3889383
744078,2219255
744220,52615
744228,192750
745037,3906249
746088,1483464
746983,3920171
746996,3920265
747029,3920522
747159,3801683
747344,3011406
747419,160565
747538,2293050
747605,3665794
748656,1687335
749108,3936154
749455,3929012
749896,3941862
749965,3905456
751851,3010682
752202,3955766
752289,2285974
752366,3956850
752616,3916070
752783,3959655
753399,3963008
753622,869880
753687,3964655
753983,3966721
753991,1884204
754353,3250450
755528,3684360
755684,3977494
755703,3977693
756655,3983140
756892,3731320
756928,1358245
757007,2124690
757187,209647
758782,286313
760303,4007393
761606,1292205
761835,4015459
762015,3992566
762145,3315563
763527,3604585
763600,3891399
763809,3604585
763965,4027283
764052,2618273
764753,3371859
765203,2276842
765315,4034995
765563,4036685
765569,4036700
766542,4041877
766814,4022922
766964,4044889
767562,1949282
767761,4049527
767967,3949235
767983,4048448
769175,4061660
769279,1228080
769448,4059034
770514,4064804
770893,4066797
770960,4067211
771436,4070269
772362,2631234
772679,4076876
773041,3684360
773497,4081688
773844,4083145
773993,4083654
774791,1528912
774899,266210
775238,3659439
775280,4089511
775326,1568517
776257,4094151
777297,3419446
777327,4086839
778381,3043126
778495,1114587
779561,4110491
779838,4040811
780205,4092307
780858,4118217
781486,2723812
782063,4125000
782554,1830890
783202,4129805
783341,4111640
783964,2347382
784088,1506795
784124,3483450
784169,4135221
784170,430188
785166,2840710
785508,873273
785978,953375
786053,2478675
786685,4147380
786727,4147608
786843,3117671
786955,4148114
788005,4153591
788035,4105376
788106,3106826
789476,184110
789559,4160421
789686,3055496
790767,1212041
791452,2556784
792142,4173419
792835,180416
793590,2450605
793951,4182834
794156,58366
794245,3069794
794281,2275401
794425,4185135
794427,4185135
794472,3718361
794496,4185984
794535,4186145
794567,4103779
795198,2333904
795641,3472148
795680,4191209
796232,4194142
796370,61491
796490,4107826
796523,4195861
797696,4025188
797972,3882661
798008,758441
798128,4160649
798429,4204890
799319,838848
799484,1475015
799829,4153233
799900,4211266
799924,2291000
799945,149929
800051,195932
801281,1010338
801626,22486
802498,512878
802677,4224513
803237,3642035
803778,4230317
804194,4232762
804246,4233030
804388,4233879
804815,4112902
804911,2373697
805028,1131081
805218,4238591
805793,4241831
806038,4113132
806040,4113132
807535,4249297
807882,4250697
808313,4252788
808476,3775799
808618,4254417
808705,3038687
808774,4255290
808851,1289936
810346,4252490
810681,2184470
811198,4265697
811238,4266017
811299,4231668
811347,4255199
811450,4267089
812057,4065620
812467,574584
812671,4271822
812938,4272748
813225,149929
813554,4275254
813793,4276374
814327,4279005
814616,545600
814911,4281123
815045,4281957
815465,4284154
816637,1099716
816673,4289709
816888,2805766
817113,1141935
818084,128256
818314,4298156
818325,4298167
818337,4241953
818451,4298896
818481,4299040
818518,4299040
819206,4306950
819228,4299040
819419,4303726
819893,4299040
819956,9269794
820218,337159
820710,4310378
820801,25632
820946,4311270
820953,4105474
821135,4311243
822016,61873
823520,4323625
823618,4324286
823631,4324286
823880,69685
824163,4317067
824421,4328005
825193,4330726
825486,4331441
825545,872805
825550,4331864
826307,4192794
826388,359447
826603,4079140
826685,94669
826690,4289240
826764,4336760
827719,611137
828130,4210082
828553,3882661
828685,1865527
828796,4344588
829083,4345735
829935,4348003
830840,4350748
830949,4352069
831911,4355788
832157,4356301
832596,1723222
832772,4358812
833519,4112404
834088,4363775
834190,2369681
834968,1896642
836578,1268505
836720,4372934
837256,2862643
837282,4375496
837430,252365
837503,265525
837958,4378763
838070,240048
838586,326150
838974,4255319
839058,4383196
839539,3200135
840103,164534
840594,4389865
840667,4390058
840731,4390639
840794,4390881
841075,4392420
841211,3665164
841292,4393626
841484,2682735
842167,2257960
842176,3330412
842494,148545
842973,4401275
843003,864735
843036,4401623
843491,4241953
843499,350553
843524,673406
844319,683027
845362,4413463
845417,3891436
845517,4414425
846190,3159197
846275,1732005
846457,945407
846470,430188
846549,4420306
846799,4421935
846829,395609
846854,4422368
846871,3179895
847591,4425467
848087,3526444
848170,4428278
848174,1468667
848220,4425694
848707,4241953
848718,4375988
848722,4241953
848853,4432173
849409,4434798
849567,52394
849603,4435623
849703,145609
850097,4438960
850148,2843998
850198,4439578
850338,4440548
850435,4441020
850517,254846
850712,4442608
850943,2843998
851130,4444170
851772,4445677
851784,4446767
852118,3259274
852632,4451246
852949,4453107
853900,4459052
854033,4092307
854253,4461145
854521,4463092
855206,4467554
855462,4469832
855549,213020
855919,4473860
856304,524575
856440,627898
856918,4481005
857696,2559004
857810,4487224
858223,4431107
858695,4494343
859023,1536441
859596,4500999
860163,4504962
860401,1603942
860827,4524130
862890,4224309
864790,4538664
864981,1650330
865355,4543792
866890,4555996
867020,4363775
867721,4509849
867749,745186
867769,4509849
868548,4372160
869522,4581489
870119,355548
871076,4590460
872035,4599027
872210,4600589
873465,3588693
873701,699759
874683,4617159
874706,4616773
875111,2908554
875567,4622733
876355,3994331
876565,4509849
877135,4628887
878142,2597159
880256,4655169
880424,3549531
882209,3673451
882258,4233288
882559,4670155
883209,4158086
883306,4310378
883423,4313683
883517,4677362
886808,4701443
886833,4701443
887129,3490818
887292,4704914
887355,4705358
888583,4282125
888905,4714927
890794,4731046
890839,831185
890855,128920
891117,4734398
892463,1758019
892704,4746193
893413,4751930
893853,1208402
894015,4622027
894063,1803302
894093,4644172
895368,4770121
895386,2265770
898669,4782600
898861,3546135
900383,4808242
900503,4634013
903906,4837614
903947,4734398
903972,4734398
904060,4834187
905425,4843750
905947,4847926
906038,4848828
906058,4765670
907966,4864306
908046,4599027
908923,4872812
909859,3343848
910976,4887492
911092,4888892
912376,4103952
915020,181756
916311,511175
917058,4924435
918049,4929807
918239,4930847
918426,4932354
919491,4938247
919830,1895793
919978,2230103
919990,4629954
920930,4950369
921441,4954283
921585,4955205
921624,4955560
921862,4957149
923566,4967515
923979,4970027
924600,4973668
924658,4973668
924719,552453
925075,4938485
925137,3458692
925240,4976428
925730,4980428
926337,4260529
927408,51038
927597,4983320
927987,755172
929032,2420592
931352,4156449
931642,4976872
932277,2902266
933129,5072123
933861,5025046
936218,5052897
937678,5062254
938022,1866827
939657,5076827
939724,1865527
940115,5067409
940116,1650330
941179,4085497
941642,4888599
944040,896918
944049,1908073
944183,3361696
944755,3270460
944840,5110818
945297,5074654
947810,5138312
947963,3229099
949713,1295416
951365,2675998
951944,1408973
953275,4460034
953951,4797813
955153,5165749
955542,4932354
956412,588270
957002,5202854
957642,1354796
958444,5214644
959349,1797637
959478,4191076
959871,1822729
959948,1229358
960210,1865527
962045,5239845
964379,555739
966104,5268970
968848,5289072
969463,1447988
971158,5286584
971247,5308961
972426,216191
